从旷视到原力灵机，唐文斌的第二次创业
【晚点聊 LateTalk】

[唐文斌] 对

[唐文斌] 所以我觉得回到就是robotranger的初衷

[主持人] 我们果然说了两次不本质

[唐文斌] 哈哈哈哈

[唐文斌] 对

[唐文斌] 我们觉得就是robotranger

[唐文斌] 那个初衷就是说我核心其实并不是说想要去形成一个榜单

[唐文斌] 让大家去pk

[唐文斌] 而是说我们真正能够有一些这种好的benchmarking

[唐文斌] 能够去指引我们真正就是说去衡量当前的整个的这个技术的这个阶段和状态

[唐文斌] 让大家在一个一个牵引下一起去进步

[唐文斌] 我认为这是核心

[唐文斌] 那今天我们可能是第一

[唐文斌] 我觉得很有可能那家公司可能可能两周之后

[唐文斌] 他提交了一个模型

[唐文斌] 有可能会比我们更好

[唐文斌] 这完全有可能

[主持人] 其实之前矿石也开发过

[主持人] MAC engine

[主持人] 对天元

[主持人] 那也是一个框架

[唐文斌] 对

[主持人] 但实际上相比于就大厂

[主持人] 比如说pytor像tensorflow这样的框架

[主持人] 像天元这种框架

[主持人] 他一直还是生态没有那么活跃

[唐文斌] 他比较小众

[唐文斌] 是的

[主持人] 就他最后其实我不知道他他实际上达到了你们说的利己利他的利己

[主持人] 可能比较明确

[主持人] 利他这个目的达到了没有

[主持人] 然后重新来做这件事是怎么想

[唐文斌] 对

[唐文斌] 我觉得是这样的

[唐文斌] 我觉得那个MAC engine这个问题

[唐文斌] 就是当年我们做那个就是CNN的框架嘛

[唐文斌] 就是其实因为我们最早的时候

[唐文斌] 当时只有cafe只有mxnet

[唐文斌] 所以其实是没有一个好的框架

[唐文斌] tensorflow当时也没出来

[唐文斌] 所以矿石刚开始做这个深度学习的时候

[唐文斌] 我们就觉得自己要做框架啊

[唐文斌] 然后呢

[唐文斌] 我们其实13年就做了这一套框架

[唐文斌] 那个时候其实也没有pytor

[唐文斌] 没有那个pytor去

[唐文斌] 没有tensorflow

[唐文斌] 就在那个年代

[唐文斌] 但是我觉得我们当时其实对开源的这个方式是没有理解的

[唐文斌] 就是说

[唐文斌] 所以我们觉得我们自己做一个很好的引擎

[唐文斌] 我们就自己用就好了

[唐文斌] 那等到我们想去开源的时候

[唐文斌] 已经2018年了

[唐文斌] 这个时候其实已经没有什么意义了

[唐文斌] 所以就是整个的这种基础设施

[唐文斌] 能够变成更有影响力

[唐文斌] 或者能够被更多的人去使用

[唐文斌] 并且通过开源的力量来一起把它建设好

[唐文斌] 这件事情核心是要早

[主持人] 所以你们现在就开源dexpolitics

[主持人] 其实反而是当时mega engine开源的太晚了

[唐文斌] 是的

[唐文斌] 所以我们今天其实是这样

[唐文斌] 就今天也没有太多人在做这个事情

[唐文斌] 所以我们就选择是说

[唐文斌] 我们正好就是也也做了这样的一个东西

[唐文斌] 我们觉得自己也觉得很好用

[唐文斌] 所以我们也愿意把它开放出来

[唐文斌] 大家就是当然大家也不见得一定要用对吧

[唐文斌] 就是你愿意用

[唐文斌] 你就拿去用

[主持人] 巨声模型的开发和实验

[主持人] 它具体有些什么区别

[主持人] 导致之前的PyTorch和TensorFlow这些不太支持

[主持人] 或者不太好用

[唐文斌] 首先dexpolitics

[唐文斌] 它其实就是在PyTorch之上的一层东西

[唐文斌] 所以我们并不是一个去replace PyTorch

[唐文斌] 而是它是一个PyTorch的一层封装

[唐文斌] 所以其实它是在这个基础之上去提供了更多面向巨声智能的

[唐文斌] 这样的一些一些一些工具吧

[唐文斌] 所以我们一开始的时候

[唐文斌] 我们不并不叫它叫框架

[唐文斌] 我们叫它叫一个two box

[唐文斌] 就是说

[唐文斌] 我们在里面内置了一些功能

[唐文斌] 就比方说你的模型的这个定义是可以通过一些配置化的方式

[唐文斌] 你可以去选什么样的一个VLM的基模

[唐文斌] 什么样的一个vision encoder

[唐文斌] 什么样的一个action的那个那个模块

[唐文斌] 然后你是这个diffusion的

[唐文斌] 还是你是什么样的一个方式的

[唐文斌] 所以有很多种这种这种可选啊

[唐文斌] 所以使得你做实验变得更加方便

[唐文斌] 第二呢

[唐文斌] 就是说这种我们统一的一些什么数据格式啊

[唐文斌] 统一的一些这种部署的方式啊

[唐文斌] 你在本地训练

[唐文斌] 在云端训练

[唐文斌] 你都可以就非常的容易

[唐文斌] 啊

[唐文斌] 就是说它其实是一套

[唐文斌] 一套工具使得你做很多的事情能够变得更加的方便

[唐文斌] 这是第一个

[唐文斌] 然后呢

[唐文斌] 我们现在呢

[唐文斌] 就整个的Dexabotica

[唐文斌] 其实现在做的是一个叫更加面向VLA和面向模仿学习的一个一个一个事情

[唐文斌] 然后我们其实在本来呢

[唐文斌] 我们在里面也在加一些

[唐文斌] 就是把那个强化学习相关的一些知识在往里加

[唐文斌] 但我们后来发现就是说

[唐文斌] 其实那个R-Link其实已经把这个事情已经做得很好了

[唐文斌] 就是那个清华的王磊老师

[唐文斌] 跟吴文欣

[唐文斌] 跟他们搞的这个这个R-Link

[唐文斌] 其实已经把这个事把强化的这个框架

[唐文斌] 他们已经做的已经蛮好了

[主持人] 他也是面向巨声的强化

[主持人] 还是就是他给强化学习做的

[唐文斌] 对他其实是个面向general的强化

[唐文斌] 但是呢

[唐文斌] 他现在主打现在就在面向做巨声的强化

[唐文斌] 后来那个天才啊

[唐文斌] 跟那个就王宇老师啊

[唐文斌] 虞超老师啊

[唐文斌] 这么一些讨论了一下

[唐文斌] 就说我们就觉得就大家就一起搞呗

[唐文斌] 就是因为本身都是开源的嘛

[唐文斌] 对吧

[唐文斌] 所以呢

[唐文斌] 我们就是我们这一趴其实做的是这个这个偏模仿学习的

[唐文斌] 他这边是强化学习的

[唐文斌] 然后两边呢

[唐文斌] 我们现在也打通了一些接口

[唐文斌] 然后也希望未来有可能会把它合并成一个更大的一个project

[唐文斌] 就是说大家就一起把这个东西能够打造成一个

[唐文斌] 大家足够好用的一个框架

[唐文斌] 我们其实也把这个东西开源出来

[唐文斌] 就是也是希望是说

[唐文斌] 真的是希望更多人能去用

[唐文斌] 如果他觉得好用的话啊

[唐文斌] 大家去用

[唐文斌] 用的这个过程中

[唐文斌] 也可以一起contribute回来

[唐文斌] 让大家这个东西能变成一个更好的东西

[唐文斌] 那对我们自己也有利

[唐文斌] 对

[主持人] 因为你们是二月刚开源的

[主持人] 我不知道现在就社区的活跃度参与度怎么样

[唐文斌] 我们那个第一点零是在那个十月份

[唐文斌] 就开完

[唐文斌] 开软了

[唐文斌] 所以现在应该有个有个千把个开发者啊

[唐文斌] 差不多是外部的对外部开发

[唐文斌] 外部有一千多个开发者

[唐文斌] 然后现在有那个有挺多高校在用的

[主持人] 那适应了什么同行吗

[主持人] 你知道有什么公司在用吗

[唐文斌] 那个签问在用

[唐文斌] 我们之前跟那个林俊阳也沟通过啊

[唐文斌] 然后他也一起过来交流过

[唐文斌] 然后我们啊

[唐文斌] 他那边应该也安排了同学在用这个dexpot

[唐文斌] 这个在做一些相应的一些开发

[主持人] 对其实这又说回刚才我们说的一个问题

[主持人] 就很多大厂也在做vla巨神模型

[主持人] 嗯

[主持人] 林俊阳他们那边的team也在探索这个方向

[唐文斌] 但我觉得这个还是目的不太一样

[唐文斌] 因为阿里也是我们的股东嘛

[唐文斌] 我认为是说他其实并不是说

[唐文斌] 我自己要跳进去成为一个player

[唐文斌] 而是说能够做好一个更好的一个

[唐文斌] 也是做一个基础设施

[唐文斌] 做一个更好的一个vlm

[唐文斌] 去support更多人去做这个vla

[唐文斌] 我认为这是他的这个战略的定位

[唐文斌] 而且第二呢

[唐文斌] 我觉得他做也没关系了

[唐文斌] 就这个行业

[唐文斌] 这个市场他足够大

[唐文斌] 其实是容得下很多的这个这个玩家一起在里面

[主持人] 历史上有什么创业公司在比较早期

[主持人] 就做一个vla巨神模型

[主持人] 做一些面向行业的基础设施

[主持人] 然后后来他有一个比较好的成果

[主持人] 或者比较活跃的生态吗

[唐文斌] 我觉得挺多的

[唐文斌] 你比如像什么databricks我不知道

[唐文斌] 就是比如说像这个hugging face也算吧

[唐文斌] 对吧

[主持人] 你觉得安卓算吗

[唐文斌] 安卓算

[主持人] 曾经算是一个创业公司

[唐文斌] 当然他比较早就被google收购了

[唐文斌] 那安卓当然也算

[唐文斌] 你比如说red hat也好

[唐文斌] 或者lytics系列的这些东西其实也好

[唐文斌] 对吧

[唐文斌] 就很多你比如像

[唐文斌] 比如说很多数据库

[唐文斌] 像mongo db

[唐文斌] 就是那这些

[唐文斌] 其实都是在

[唐文斌] 什么mongo db也好

[唐文斌] 比如说什么

[唐文斌] 好多人什么message queue

[唐文斌] 这些东西

[唐文斌] 其实都是在整个开源体系下成长起来的

[唐文斌] 我觉得开源核心是这样的

[唐文斌] 就是说因为

[唐文斌] 其实dexparticle的

[唐文斌] 其实code的量也没有那么大

[主持人] 就对你们来说

[主持人] 没有花那么多精力是吗

[唐文斌] 不我们还是花了挺多精力

[唐文斌] 我们想说的点是说

[唐文斌] 开源是大家增加信任感的一种方式

[唐文斌] 我code都给你了

[唐文斌] 你可以自己改

[唐文斌] 你不想合并到主简历栏

[唐文斌] 也没有问题

[唐文斌] 你就拿去就用就好了

[主持人] 像最深智能这个领域

[主持人] 包括测评

[主持人] 包括开发框架

[主持人] 大公司

[主持人] 他没有去推出一些相关的东西吗

[主持人] 就如果你们相比于自己花一些精力

[主持人] 去开发这个东西

[主持人] 开放给全行业

[主持人] 然后另一种选择

[主持人] 我觉得就是你可能直接用一个

[主持人] 比如大公司

[主持人] 他会搞一个生态

[主持人] 包括英伟达什么

[主持人] 也经常干这种事对吧

[唐文斌] 对

[唐文斌] 我觉得现在没有好的

[唐文斌] 你觉得确实没有

[唐文斌] 现在确实没有好的

[唐文斌] 就是我觉得也许可能有公司会想出来做

[唐文斌] 但是那个大公司有可能也会

[唐文斌] 愿不愿意投入力量去做

[唐文斌] 但不管是robotranger也好

[唐文斌] dexparticle也好

[唐文斌] 其实

[唐文斌] 他的工作量其实都蛮大的

[唐文斌] 那这个事情其实不是一个一朝一夕的事情

[唐文斌] 而是需要一个很强的一帮人

[唐文斌] 很认真的去做这个事情

[唐文斌] 而且是有足够好的分享精神

[唐文斌] 的这样的一个方式

[主持人] 你觉得长远来说

[主持人] 巨深智能行业会是一个什么样的格局

[主持人] 我觉得规模上大家肯定会觉得很大

[主持人] 你也可以想想你觉得大概有多大

[主持人] 然后还有集中度产业的分工

[主持人] 大概是怎么样

[唐文斌] 对

[唐文斌] 我觉得是说

[唐文斌] 它可能会是一个逐渐的过程

[唐文斌] 我觉得就是在

[唐文斌] 我认为在一段时间内

[唐文斌] 都会有比较多的公司存在

[唐文斌] 因为今天其实细分的场景

[唐文斌] 是非常多的

[主持人] 一段时间和比较多

[主持人] 如果量化描述下是怎样了

[唐文斌] 在模型还不能够统一化的一个情况下

[唐文斌] 我认为会有很多的公司存在

[唐文斌] 那它有很多的这种vertical

[唐文斌] 它可以去做

[唐文斌] 这是第一阶段

[唐文斌] 然后第二阶段是说

[唐文斌] OK

[唐文斌] 但我们看到就是比如说像

[唐文斌] 不管是1.0的公司也好

[唐文斌] 包括现在大模型的公司也好

[唐文斌] 它逐渐的这个能力在集聚

[唐文斌] 是因为这个模型的能力

[唐文斌] 它变得更强大了

[唐文斌] 小模型的能力被大模型吃掉了

[唐文斌] 就被

[唐文斌] 那在这样的一个情况下

[唐文斌] 那做vertical的这个公司

[唐文斌] 它就慢慢的就会变得比较困难

[唐文斌] 这个第二个阶段

[唐文斌] 就是一个集聚的一个阶段

[唐文斌] 然后那会出现一些平台型的公司

[唐文斌] 就是说

[唐文斌] 不管是以模型为平台

[唐文斌] 以本体为平台

[唐文斌] 我是自己做一些vertical的场景

[唐文斌] 还是我把这个本体加模型

[唐文斌] 以合适的方式

[唐文斌] 去给到更多的这个应用公司

[唐文斌] 能够去做场景的这样一个落地

[唐文斌] 所以就慢慢的会集聚

[唐文斌] 我觉得可能最终

[唐文斌] 可能各位书架公司

[唐文斌] 我觉得可能就够了

[主持人] 各位书架是全球

[主持人] 还是说你指的中国

[唐文斌] 我认为可能大部分公司

[唐文斌] 都在中国

[唐文斌] 就是因为

[唐文斌] 我觉得这个事情

[唐文斌] 因为跟硬件还是会强相关的

[唐文斌] 就是今天

[唐文斌] 巨声其实比大模型

[唐文斌] 是一个更加有中国优势

[唐文斌] 和中国公司应该干的一件事情

[主持人] 其实硅谷获得了大额融资的巨声

[主持人] 这家公司也不少的

[唐文斌] 对 但它的迭代效率是很低的

[主持人] 为什么它在模型上

[主持人] 看起来是领先了

[唐文斌] 对 它模型上做得好

[唐文斌] 但是它的硬件上的迭代效率

[唐文斌] 是很低的

[唐文斌] 但它有可能成为一个

[主持人] 以模型为核心的

[唐文斌] 有可能

[唐文斌] 那maybe派可能想做这样一个事情

[唐文斌] 对吧

[主持人] 也有可能被收购

[唐文斌] 就是还是回过来

[唐文斌] 就是说回到

[唐文斌] 就是说对未来的这个判断

[唐文斌] 我觉得是说

[唐文斌] 最后公司当模型能力

[唐文斌] 大家往上去提升

[唐文斌] 能够去变成一个

[唐文斌] 更通用化的

[唐文斌] 更发化的一个能力的时候

[唐文斌] 那这个时候

[唐文斌] 其实整个的这个

[唐文斌] 它就变成一个

[唐文斌] 全站的一个事情

[唐文斌] 那就是说因为

[唐文斌] 我们需要有一个载体

[唐文斌] 有硬件为载体

[唐文斌] 来提供这样的一个产品的形态

[唐文斌] 那这个时候

[唐文斌] 我就可能就不需要

[唐文斌] 有那么多的公司的存在了

[主持人] 对

[主持人] 你觉得怎么样

[主持人] 能成为最后

[主持人] 剩下来的不到10个的公司之一

[唐文斌] 对 我觉得

[唐文斌] 核心还是两点

[唐文斌] 我觉得就是今天

[唐文斌] 第一点就是说

[唐文斌] 我认为是要在模型的

[唐文斌] 能力上的领先

[唐文斌] 是一切的根基

[唐文斌] 这是因为今天

[唐文斌] 就是就跟造车一样

[唐文斌] 就是造车这个事情

[唐文斌] 其实最终是一个

[唐文斌] 产业链整合的事情

[唐文斌] 就是我们并不需要

[唐文斌] 去开发每一个轮胎

[唐文斌] 我们去开发每一个车架

[唐文斌] 因为整个的产业链起来之后

[唐文斌] 其实是有非常多的供应商

[唐文斌] 能够去协同的去做

[唐文斌] 这样的一个研发的

[唐文斌] 但是谁能够是说

[唐文斌] 让这个机器人更有灵魂

[唐文斌] 它有一个

[唐文斌] 好的一个大脑

[唐文斌] 它是一个智能的

[唐文斌] 有用的和可信赖的

[唐文斌] 一个机器人的一个形态

[唐文斌] 然后在场景中

[唐文斌] 能真正的能解决问题

[唐文斌] 然后把这个商业的

[唐文斌] 这个方式能跑通

[唐文斌] 且能够把数据飞轮转起来

[唐文斌] 我认为这是最关键的

[唐文斌] 所以我认为就是说

[唐文斌] 第一件事情是

[唐文斌] 模型的能力

[唐文斌] 和这个模型的智商

[唐文斌] 是最关键的

[唐文斌] 这是第一个

[唐文斌] 然后第二个就是

[唐文斌] 要在场景中去形成

[唐文斌] 更多人的使用

[唐文斌] 机器人的长期的

[唐文斌] 这个被使用

[唐文斌] 形成的这个数据

[唐文斌] 然后用这个数据飞轮

[唐文斌] 去更加补育了

[唐文斌] 这个模型能力的

[唐文斌] 这个继续提升

[唐文斌] 去形成了它的这个竞争力

[主持人] 你觉得大概比如说

[主持人] 到一个什么样的量

[主持人] 它这个数据飞轮

[主持人] 算赚钱了呀

[唐文斌] 如果我们用一个量化的

[唐文斌] 一个数字来说的话

[唐文斌] 我觉得就是一个场景

[唐文斌] 一千台

[唐文斌] 因为我认为就是说

[唐文斌] 从数据飞轮的角度来讲

[唐文斌] 就是首先它还是得要有量

[唐文斌] 对吧

[唐文斌] 然后第二的话呢

[唐文斌] 就是说

[唐文斌] 它是一个逐渐的

[唐文斌] 去拓展的一个方式

[唐文斌] 我们肯定是希望

[唐文斌] 它是能够在

[唐文斌] 更多样化的场景

[唐文斌] 多样化的任务里面

[唐文斌] 去形成数据飞轮

[唐文斌] 但是我能不能够在

[唐文斌] 它supposed能够干

[唐文斌] 一百件事情前

[唐文斌] 它能够干一件事情

[唐文斌] 那它能够在这一个事情里面

[唐文斌] 能够有批量化的应用

[唐文斌] 和持续的使用

[唐文斌] 我认为这件事情

[唐文斌] 是非常重要的

[唐文斌] 所以我认为是说

[唐文斌] 千台可能是一个门槛

[唐文斌] 对

[唐文斌] 能够被持续使用的千台

[主持人] 之前我们和逐纪的创始人

[主持人] 张威聊

[主持人] 就是他觉得

[主持人] 如果先让现在这个阶段的

[主持人] 机器人

[主持人] 就去做落地的话

[主持人] 它最后的上限

[主持人] 可能它开始这样增长

[主持人] 然后最后就到这了

[唐文斌] 为什么呢

[主持人] 就是因为你花了很多精力

[主持人] 去做那个场景本身的优化

[主持人] 你没有把更多精力放在

[主持人] 比如说非常聚焦于

[主持人] 这个模型性能的提升

[主持人] 然后你让它更聪明之后

[主持人] 它可能一下就能解开一片场景

[唐文斌] 对

[唐文斌] 这个我是认同的

[唐文斌] 所以我们刚才讲

[唐文斌] 就是说其实落地和

[唐文斌] 那个模型这两件事情

[唐文斌] 它是个叫夹角关系

[唐文斌] 它这个目标是不align的

[唐文斌] 就是说我们今天在模型上

[唐文斌] 就是要去追

[唐文斌] 去追求

[唐文斌] 它的泛化性

[唐文斌] 要去追求

[唐文斌] 它的这个通用能力更强

[唐文斌] 这个大模型

[唐文斌] 最后一定会吃到小模型

[唐文斌] 而不要是说

[唐文斌] 我们最后去到一个场景中

[唐文斌] 去customize

[唐文斌] 对吧

[唐文斌] 所以但是第二呢

[唐文斌] 就是说我们要去做落地的时候

[唐文斌] 我们应该用现在的这个模型

[唐文斌] 就用这个模型去落地

[唐文斌] 而不是我针对这个场景

[唐文斌] 我再去customize一个

[唐文斌] 一个专门针对

[唐文斌] overfit到这个场景中去的

[唐文斌] 一个东西

[唐文斌] 就那样这样的话

[唐文斌] 你又回到做项目的

[唐文斌] 这个逻辑上了

[主持人] 所以你是通过这种方式

[主持人] 来平衡的

[主持人] 就是你就用现阶段的

[主持人] 那个

[主持人] 奔着通用的

[主持人] 能力的那个模型

[主持人] 去做现在的落地

[唐文斌] 是

[主持人] 那你得靠一些别的方式

[主持人] 去给它补这个能力

[唐文斌] 对

[唐文斌] 所以我们刚才讲

[唐文斌] 就是我们需要找容错的场景

[主持人] 对

[唐文斌] 一个是场景选择

[主持人] 一个是一些其他工程的

[唐文斌] 你去补

[唐文斌] 对

[唐文斌] 我觉得就是说

[唐文斌] 就像智能公司

[唐文斌] 还是要警惕

[唐文斌] 要成为变成一个

[唐文斌] 叫什么

[唐文斌] 要警惕变成小老头公司

[唐文斌] 对吧

[唐文斌] 就是你最后

[唐文斌] 小老头公司

[唐文斌] 对

[唐文斌] 就是你变成了一个

[唐文斌] 做项目的

[唐文斌] 然后呢

[唐文斌] 你就每个项目

[唐文斌] 都去做customize

[唐文斌] 就是原来的

[唐文斌] 非标自动化的公司

[主持人] 这为什么叫小老头

[主持人] 对

[唐文斌] 就是

[唐文斌] 就是你是长不大的

[主持人] 哦

[主持人] 然后就所以你比较小

[主持人] 然后存在的时间也很久

[唐文斌] 对

[唐文斌] 你可能也比较难挂

[唐文斌] 对

[唐文斌] 是的

[唐文斌] 是的

[唐文斌] 所以我觉得这是我们要去警惕的

[唐文斌] 那我们今天之所以成立原力灵机

[唐文斌] 我们核心就是在追求的

[唐文斌] 还是希望能够走向

[唐文斌] 通用化的这个机器人

[唐文斌] 这样一个状态

[唐文斌] 所以我们会选择一些场景

[唐文斌] 会开始

[唐文斌] 但我们并不是只是想去解决

[唐文斌] 这单一个场景

[唐文斌] 而是希望能够走向

[唐文斌] 今天是真的是有希望

[唐文斌] 能够走向一个通用的机器人

[唐文斌] 在更

[唐文斌] 啊

[唐文斌] 泛化

[唐文斌] 的场景下

[唐文斌] 泛化的任务下

[唐文斌] 具备一个更

[唐文斌] 更通用化的能力

[唐文斌] 能够走向一个我们对

[唐文斌] 真正的机器人的想象

[唐文斌] 我认为这个机会是存在的

[唐文斌] 所以就是

[唐文斌] 所以在

[唐文斌] 这个算法能力上和模型能力上

[唐文斌] 这是第一要务

[唐文斌] 然后第二要务才是说

[唐文斌] OK

[唐文斌] 我要有阶段性的这个商业化

[唐文斌] 那阶段性的商业化

[唐文斌] 同时也去实现这个数据的飞轮

[唐文斌] 那我们要

[唐文斌] 这两件事情要把它变成一个

[唐文斌] 正相关的一件事情

[唐文斌] 嗯

[唐文斌] 对

[主持人] 而且

[主持人] 其实你要阶段性的落地了

[主持人] 你才能获得

[主持人] 你说的那个数据

[唐文斌] 数据

[主持人] 然后才能提升模型的能力

[主持人] 对吧

[主持人] 除了你采集数据之外

[主持人] 因为现在整个巨深智能行业

[主持人] 看起来是非常火热

[主持人] 真心向荣的

[主持人] 那作为身处其中的人

[主持人] 你觉得有什么

[主持人] 值得大家

[主持人] 提前去未雨绸缪和小小的

[主持人] 比如说给行业一个提醒的地方吗

[唐文斌] 就是说现在大家的整个的这个

[唐文斌] 期望其实是拉得很高的

[唐文斌] 我觉得这是好事情

[唐文斌] 就是

[主持人] 你说的大家指的是投资人还是

[唐文斌] 投资人吧

[唐文斌] 资本市场

[唐文斌] 就是说整个公司

[唐文斌] 把大家

[唐文斌] 这个投资人的这个期望

[唐文斌] 其实是拉得很高的

[唐文斌] 但我觉得所有的投资人

[唐文斌] 也都知道说

[唐文斌] 这里面其实是有很多的泡沫

[唐文斌] 存在的

[唐文斌] 但这个它是个好事情

[唐文斌] 这个好事情是说

[唐文斌] 因为我们吸引了

[唐文斌] 更多优秀的人进来

[唐文斌] 去尝试去解决这个问题

[唐文斌] 所以会让他的这个技术的发展

[唐文斌] 能够变得更快

[唐文斌] 那你说什么东西是未雨绸缪的呢

[唐文斌] 我认为是说

[唐文斌] 技术的很多东西的这个突变

[唐文斌] 可能会需要时间

[唐文斌] 那我觉得就是说

[唐文斌] 既不能短期太乐观

[唐文斌] 也不能长期太悲观

[唐文斌] 那不管是自动驾驶也好

[唐文斌] 那个原来的那个深度学习也好

[唐文斌] 这个大模型也好

[唐文斌] 都过了一个所谓的

[唐文斌] 这个Gartner曲线的这个过程

[唐文斌] 对吧

[唐文斌] 今天可能大家就是在期望的

[唐文斌] 逐渐在还在上涨的那个状态

[唐文斌] 那

[唐文斌] 对

[唐文斌] 那你最后

[唐文斌] 大家会觉得是说

[唐文斌] 啊落地真的被用起来了吗

[唐文斌] 我们扪心自问一下

[唐文斌] 所有的投资人其实都很聪明

[唐文斌] 他们也都知道

[唐文斌] 现在都没有被用起来

[唐文斌] 对吧

[主持人] 但他们还是在投

[唐文斌] 对

[唐文斌] 但他们信这件事情

[唐文斌] 我觉得这是一个模糊的正确

[唐文斌] 对吧

[主持人] 就是他们认为大方上

[主持人] 长期是可以落地

[唐文斌] 是的

[唐文斌] 但也完全的就是说

[唐文斌] 才肯定会有这么一个过程

[唐文斌] 但经过这个过程之后

[唐文斌] 我觉得是说

[唐文斌] 哎

[唐文斌] 非常务实的

[唐文斌] 整个真正把数据飞轮跑起来的

[唐文斌] 场景上也能够去落地的

[唐文斌] 但同时

[唐文斌] 依然坚定不懈的

[唐文斌] 在推动技术发展的

[唐文斌] 这样的一些公司

[唐文斌] 是能够走到最往上的那个

[唐文斌] 就再从下来往上的那个阶段

[主持人] 你觉得巨深什么时候

[主持人] 可能会经历类似于自动驾驶

[主持人] 在18到19年

[唐文斌] 也沉浸起来

[唐文斌] 对

[主持人] 那个低谷气

[唐文斌] 嗯

[唐文斌] 不知道呀

[唐文斌] 不过这个东西

[唐文斌] 其实还是取决于

[唐文斌] 嗯

[唐文斌] 因为这里面

[唐文斌] 其实取决于很多东西

[唐文斌] 就是今天

[唐文斌] 嗯

[唐文斌] 你看

[唐文斌] 自动驾驶18 19年的

[唐文斌] 这个状态

[唐文斌] 是因为当时

[唐文斌] 嗯

[唐文斌] 似乎感觉到

[唐文斌] 技术上没有什么变化了

[主持人] 对

[主持人] 就威梦那条路线

[主持人] 没有大家想象中

[主持人] 眼睛的快

[唐文斌] 对

[唐文斌] 但是呢

[唐文斌] 因为那个时候

[唐文斌] transformer又还没有开始

[唐文斌] 但是今天

[唐文斌] 所以它本质上

[唐文斌] 是个信心问题

[主持人] 是的

[唐文斌] 对

[唐文斌] 所以那今天我认为是说

[唐文斌] 大模型给了我们太多的惊喜

[唐文斌] 以使得我们在这个信心上

[唐文斌] 其实是有一个

[唐文斌] 很强

[唐文斌] 的一个建立了

[唐文斌] 这是这是第一点啊

[唐文斌] 然后第二点呢

[唐文斌] 就是说机器人的商业化

[唐文斌] 坦白讲

[唐文斌] 比自动驾驶更容易

[唐文斌] 就是说如果他要scale

[唐文斌] 其实有可能会更难啊

[唐文斌] 但是呢

[唐文斌] 他要能够取得一些

[唐文斌] 部分的商业化

[唐文斌] 是更容易的

[唐文斌] 对

[唐文斌] 所以这两件事情叠加起来

[唐文斌] 也许这个事情可能

[唐文斌] 可能会更平滑一些

[唐文斌] 我觉得

[主持人] 就是机器人的商业化

[主持人] 总是会有一些

[唐文斌] 阶段性的成果释放出来

[唐文斌] 是的

[唐文斌] 但是呢

[唐文斌] 我觉得就是说

[唐文斌] 从业者

[唐文斌] 我自己觉得就是

[唐文斌] 我们自己要知道

[唐文斌] 我们自己是

[唐文斌] 处在哪个阶段

[唐文斌] 对吧

[唐文斌] 就是我们在模型上

[唐文斌] 到底是什么样的一个水平

[唐文斌] 今天大家都在讲啊

[唐文斌] 这个这个放了很多的

[唐文斌] 这个这个视频

[唐文斌] 那这个视频

[唐文斌] 这个demo

[唐文斌] 你是一个

[唐文斌] 三十次失败里面

[唐文斌] 选的成功的那一次呢

[唐文斌] 还是一个真正的一个

[唐文斌] 当前的一个水平的

[唐文斌] 然后我们以什么样的一个速度

[唐文斌] 能够去更快速的去迭代

[唐文斌] 走向我们心中想要达到的

[唐文斌] 那个状态

[唐文斌] 然后我们阶段性的

[唐文斌] 这些商业化

[唐文斌] 真正的是否能够被用起来

[唐文斌] 而且形成去

[唐文斌] 去形成数据飞轮

[唐文斌] 那今天

[唐文斌] 可能大部分的这个收入

[唐文斌] 可能来自于蔬菜工

[唐文斌] 大家都卖数据

[唐文斌] 都是去做数据采集的

[唐文斌] 对吧

[唐文斌] 它不是真正的落地

[唐文斌] 对

[唐文斌] 它不是真正的这个

[唐文斌] 这个有效价值的转化

[唐文斌] 我们自己还是得要

